,id,text,category
132,1538919353558646792,"These communities rely almost entirely on tourism for their existence—yet too much tourism, not to mention climate change, can destroy them.

#Environment #NationalParks #NaturalDisasters #Nature #Weather #Yellowstone

https://t.co/4ZzHvZrI0g",environment
133,1538915303006011392,"The clear and present danger of climate change means we cannot burn our way to prosperity.

We already rely too heavily on fossil fuels and we need to find a new, #sustainable path to the future we want 🌲

#climatechange #fossilfuels #sustainability #environment",environment
134,1538913387777761281,Welcome to wild Britain: the beavers are back and there’s more to come | Patrick Barkham #rewilding #nature #environment #wildlife #sustainability https://t.co/ElEP7B5giL,environment
135,1538913352738557957,"Not a pebble but pollution…
#nature #environment #oceans #pollution #earth  https://t.co/gtbP3fKiQf",environment
136,1538911165291581442,"Are you wearing shoe covers or shoes in your aquatic research facility?

#IZFS4Planet #sustainability #IZFC2022 #zebrafish #environment",environment
137,1538910279894896645,"https://t.co/a6B522A2z2
remember mother earth!
#environment #recycling #GlobalWarming",environment
138,1538904027844386817,https://t.co/CzGrD71zJD Sharing Views.9 #StandForPlanet #ClimateAction #ClimateCrisis #ClimateEmergency #ClimateStrike #ClimateStrikeOnline #ClimateReport #ClimateChange #GlobalWarming #SaveThePlanet #Sustainable #Environment #EcoFriendly,environment
139,1538900374513500160,"If, like us, you're passionate about sustainability, enter into our awards 👇
https://t.co/Lb7DvsFkOy

#BusinessAwards #Northamptonshire #Sustainability #Environment",environment
140,1538900256489873410,"The Sustainability Award was introduced to celebrate those businesses or organisations that have taken on this mindset and have improved their carbon footprint to benefit the environment as a whole.

#BusinessAwards #Northamptonshire #Sustainability #Environment",environment
141,1538899496339316738,"In the process of driving change for good, many forget to address the true drivers of transformation—people. This is where our ESG Action Map can help. https://t.co/I1a48k9eYd #esg #environment #csr #management #leadership #sustainability #futureofwork https://t.co/gewzdxAMhq",environment
142,1538891924509143041,"Geo-Hazard Report (June 20, 2022)
Weekly review of environmental hazards and disasters
#NaturalDisasters #ClimateChange #BioSecurity #Environment 
https://t.co/L028iXrZ9s",environment
143,1538888953524371457,Melco releases its 2021 Sustainability Report ‘RISE to go Above &amp; Beyond’ #sustainability #business #energy #innovation #csr #environment #future #green #climatechange #community #sustainabilitygoals https://t.co/zcnTsuQ4z1,environment
144,1538887648399564805,"The Guardian reports that renewable energy costs £40 per megawatt-hour, whereas gas power costs £140 per megawatt-hour

Read more at: https://t.co/1ukIuDyCJe

#climatechange #CleanerGreenerFuture #globalwarming #environment #earth #savetheplanet",environment
145,1538883223010394112,Rocks and Mount Tamalpais. #environment #nature #Earth #sky #weather #California #Cal #CA #CAwx #parks #park #LomaAlta #lomaaltapreserve #rocks #conservation #MountTamalpais #MountTam #Tamalpais https://t.co/f5CTNRFJl6,environment
146,1538881543023771653,"If you're free at three, check this online book talk out: https://t.co/6imxnvmy71

#environment #planthumanities #nature",environment
147,1538881416657870848,"Zimbabwe’s climate #migration is a sign of what’s to come. #Climatechange will force tens of millions of people to migrate by 2050. In Zimbabwe, it's already started. #environment #GlobalWarming  https://t.co/UePcCsfJuO",environment
148,1538880566526824448,https://t.co/7KCi42J2gS🤣 Sharing Views.9 #StandForPlanet #ClimateAction #ClimateCrisis #ClimateEmergency #ClimateStrike #ClimateStrikeOnline #ClimateReport #ClimateChange #GlobalWarming #SaveThePlanet #Sustainable #Environment #EcoFriendly,environment
149,1538875330802290688,"Describe the climate crisis in one word...
.
.
.
#ClimateActionNow #ClimateEmergency #plasticfreejuly #plasticpollution #ActNow #nowornever #Recycle #environment #saveplanet #ClimateAction #ecofriendly #SaveSoil #plasticpecharcha #reversethestripe",environment
150,1538868356614303744,"When u r #born #reborn in d wrong era where humans r destroying n killing everything n everyone for their #selfishness #greed #beauty #tastebud #showoff #reputation #pleasure
#trees #animals #flower #plant #resources #nature #environment
Fck dis shit
Go #vegan #minimal #antinatal",environment
151,1538860559117869056,"Every sliver of wood can be turned into something #beautiful.

#environment #ecofriendly #realwood #inspiration #beauty #imagination #resha #reshawood #organic #ecofriendly #naturalwood",environment
152,1538857971274420225,"Let’s make a pledge to be more responsible to the earth.

Which of these would you do this week?

#NigerianBreweriesPlc #WeAreNBplc #Motivation #Pledge #Environment #Thrift #Recycle #Brewersthatcare",environment
153,1538842026048774144,"He single-handedly encouraging 50,000 young people to join a drive to rid their neighbourhoods of single-use plastics. #plasticpollution #plasticfree #zerowaste #plastic #savetheplanet #environment #ecofriendly #pollution #recycle #climatechange #sustainability #noplastic (2/2)",environment
154,1538841807395643393,"When I see self-identified environmentalists driving an FFV, eating animal products, or having coffee with a disposable cup, I lose confidence in what I believe.
#climatechange #environment #sustainability",environment
155,1538777181459030017,"#Cloudseeding, #cloudwhitening, #sundamping, canceling farmers to use their land for residential building or worse etc.

And then they tell you it is for the benefit of the #environment, #nature and #climate....",environment
156,1538769199530754049,Adventure is just bad planning. -Roald Amundsen #nature #environment,environment
157,1538739406139531266,"This year, let’s all work together to make a greater difference! Contact eeg@emirates.net.ae to register! 

#EEG #TogetherForABetterEnvironment #GoGreen #RRR #3R #Environment #UAE #TogetherForABetterEnvironment #Recycle #GoGreen #GenerationRestoration #EmiratesEnvironmentalGroup",environment
158,1538728942399541248,"Real freedom lies in wildness, not in civilization- Charles Lindbergh  #nature #environment",environment
159,1538694121480593408,Sharing Views.9 #StandForPlanet #ClimateAction #ClimateCrisis #ClimateEmergency #ClimateStrike #ClimateStrikeOnline #ClimateReport #ClimateChange #GlobalWarming #SaveThePlanet #Sustainable #Environment #EcoFriendly,environment
160,1538649471089016833,"I went #vegan partly for #environment and #globalwarming. So I get that ""every little bit helps"". Doing so, I learned: It's not OUR planet. We share it with billions of animals tortured+killed daily. It's more selfish not to #govegan than driving a gas-guzzler for fun",environment
161,1538617658437926915,"Let's assume,
the madness that stalks us
collapsed one day nearby.
Money gone, job gone.

What the  #FriendsOfFreedom  will do is clear.

What are you doing?

#Freedom #peace #future #sustainability #poverty #community #government #justice #environment 
#climate",environment
162,1538605813367033857,"The answer to our ecological crisis is not addition but subtraction, not creation but elimination.
#environment 
#Ecology 
#toxics
#ClimateEmergency 
#Sustainability",environment
163,1538598077665316866,"The materials of wealth are in the earth, in the seas, and in their natural and unaided productions- Daniel Webster #nature #environment",environment
164,1538579931948630018,"WeBeGreen is now live! Come create your profile, join our projects and launch some of your own! It's time to save the #environment, #savetheplanet and fight #climatechange",environment
165,1538573248778100737,"We’re asking Texans to step up and help us get #RAWA across the finish line. Please reach out to Senators John Cornyn and Ted Cruz to show your support for Texas #wildlife!
#RecoverWildlife #whoopingcranes #ocelots #hornedlizards #pollinators #outdoorrecreation #environment",environment
166,1538572551265263617,"""Poor people always suffer the most when there is environmental stress.  Why do organisations that focus on #environment are different from the ones that focus on #poverty and social inequality?"" - Peter Senge
 #sustainability",environment
167,1538549220940165120,"Don't destroy #NaturalBeauty &amp; #habitat of #Thar at any cost..!!

#SaveKaroonjhar #SaveSindh 
#nature #soil #environment",environment
168,1538538743140864001,"“Nearly one-third of the U.S. population was under heat warnings and advisories last week”

“Scientists have said that climate change is fueling more frequent and more intense heat waves in the U.S. and around the world.”

#environment #ClimateChange #ClimateCrisis",environment
169,1538477452816699392,In wildness is the preservation of the world. -Henry David Thoreau #nature #environment,environment
170,1538458279864848385,"The motto should be to support an eco system that supports the growth of #environment and #nature 

Typically, I plant the following: 
1. Neem 
2. Mahua
3. Anjan - Indian Blackwood
4. Jamun 
5. Amaltas - Cassia Fistula Linn.
6.  Bargad - Banyan Tree",environment
171,1538456039061848066,"#future #SundayMorning #environment #gogreen 
When we tell the #children why #environmental protection is important
They will find a way to get what they want",environment
172,1538402286225047558,"If you change nothing, nothing will change.-Unknown #environment #sustainability",environment
173,1538386693958647814,No bird soars too high if he soars with his own wings -William Blake #nature #environment,environment
174,1538381974087143424,"The conflict between choosing:
To expose and reveal nature and its wonders to the public and risk losing it to the crowds. 
Vs
Enjoying the peace and yet again, risk it's future through development.

#environment #conservation #nature #NaturePhotograhpy #naturelover",environment
175,1538281000396107777,My mission is to create a world where we can live in harmony with nature. Jane Goodall #nature #environment,environment
176,1538247599823761408,"Reminder; All 17 #SDGs are integrated as they recognize that action in one area will affect outcomes in others, and that development must have all kinds of #sustainability.

#pollution #ClimateAction #environment",environment
177,1538236437098860544,"#Pollution in world's seas is increasing by the day due to #chemical, #industrial #agricultural as well as domestic waste. 

I m really concerned that #world will have the same fate as the #seas.

#Sustainability #SDGs #environment",environment
178,1538135346537705472,"an enthusiastic entity to make sure to stop using #disposableplastic and switch to #ecofriendly products, besides motivating the #selfhelp groups, #womenentrepreneurs, #handcraft producers.
#environment #plasticfree #avoidplastic",environment
179,1538131967660773376,"#MarksAndSpencer Felt awkward today in M&amp;S Bracknell, advertise you take soft plastic for recycling but noone knew what to with our bag🤔assisant did take hope didn't end up in bin #Recycle #plastic #Environment",environment
180,1538110356228382721,"Everyone thinks of changing the world, but no one thinks of changing themselves. -Unknown #environment #sustainability",environment
181,1538074151407210498,Is the current big increase in #hayfever due in any small part to the decision not to cut grass on council land and verges? Should we all be glad to have #hayfever as we are thereby saving the planet. #environment #savetheplanet,environment
182,1537979664148205568,"Our personal consumer choices have ecological, social, and spiritual consequences. David Suzuki #environment #sustainability",environment
183,1537968725168492546,"💬 We waste about one-third of the food we produce every year.

💬 Just one-fifth of the world's population consumes the bulk of all resources.

💬 Co2 levels are the highest they have been in over 800,000 years.

#CircularEconomy #Sustainability #SDGs #GlobalGoals #Environment",environment
184,1537915045921038336,"It's hard to pick our favourite thing about these bags: tackling plastic pollution at its source? the joy of working with a grassroots organisation invested in #sustainability? or the fact that these bags were made from recycled school uniforms?

#education #environment",environment
185,1537873305318969349,"When thou seest an eagle, thou seest a portion of genius; lift up thy head! -William Blake #nature #environment",environment
186,1537827412750131200,"What is ‘fast fashion’? And how can you reduce your environmental impact, when it comes to clothing? Find out the answers here 👇🍃  #sustainablefashion #sustainability #environment",environment
187,1537779355665182720,"Do you hear the woodpecker? We do. 
Our wood is procured in ways that do not harm the conservation of forests and are environment friendly.

#ecofriendly #environment #gogreen #saveforests #reshawoods #resha #naturalwood",environment
188,1537771557799477255,"The day focuses on turning degraded land into fertile soil to prevent desertification.
#savetheplanet #environment #natureconservation #restoration",environment
189,1537717780862074880,You must find a new way to think before you can master a new way to be -Marianne Williamson #environment #sustainability,environment
190,1537710536535773186,"Electric cars are not CLEAN, but they are cleanER than their #oil #FossilFuel combustion counterparts. Better even if we changed the whole #infrastructure so private #cars are less (not?) needed. #WalkBikeShare

#publictransport #electricvehicles #ClimateChange #environment #EV",environment
191,1537668658666799105,"Pick your brush towards sustainability.
#sustainability #environment #toothpaste #businessbuilding",environment
192,1537626549884682240,"RT RiteBoss: #FridayPosts
#FridayVibes
#FridayReflect
#FridayFeeling
#Nature
#environment
#Serenity
#Peace
#Calm
#Earth
#Balm
#Beauty
#Ene…",environment
193,1537605497775304710,"If investments means destroying the marine ecology and polluting the #environment, I say no. Such industries can go away. #climatechange",environment
194,1537495826980823040,You cannot fly like an eagle with the wings of a wren. William Henry Hudson #nature #environment,environment
195,1537473382312296449,"When heated or in contact with fatty or acidic foods, styrene can migrate from polystyrene containers into food and beverages (Clean Water Action, nd).
#styrofoam #carcinogen #plastics #polystyrene #sustainability #neurotoxin #environment #climatechange #plaferachallenge",environment
